label,run,segments,disconnects,avg_cpu
main,1,10,0
0,47.5
main,2,20,0
0,38.0
main,3,19,0
0,34.0
build659,1,3,0
0,25.8
build659,2,19,0
0,38.7
build659,3,18,0
0,38.2
